JobID,JobTitle,Company,Location,Skill,ExperienceLevel,Salary_LPA,PostedDate,Year,Month
1454,ML Engineer,Cognizant,Pune,Tableau,Senior,16.4,24-10-2020,2020,Oct
1455,Project Manager,HCLTech,Chennai,AWS,Fresher,24.6,27-12-2022,2022,Dec
1456,Data Analyst,TCS,Hyderabad,Tableau,Fresher,27.6,14-08-2020,2020,Aug
1457,Business Analyst,Accenture,Chennai,R,Leadership,14.4,09-01-2020,2020,Jan
1458,Data Engineer,Capgemini,Noida,SQL,Mid-Level,8.4,04-07-2020,2020,Jul
1459,Software Engineer,HCLTech,Hyderabad,Excel,Fresher,26.5,28-04-2022,2022,Apr
1460,DevOps Engineer,Infosys,Hyderabad,Machine Learning,Senior,6.1,01-02-2021,2021,Feb
1461,Data Analyst,Oracle,Pune,Python,Mid-Level,22.5,02-02-2022,2022,Feb
1462,Data Scientist,Wipro,Delhi,R,Senior,18.4,03-03-2021,2021,Mar
1463,Business Analyst,Amazon,Bangalore,Machine Learning,Mid-Level,18.6,18-03-2020,2020,Mar
1464,Data Analyst,Oracle,Noida,Excel,Mid-Level,20.5,21-11-2020,2020,Nov
1465,Software Engineer,Capgemini,Hyderabad,Machine Learning,Leadership,18.5,05-05-2020,2020,May
1466,DevOps Engineer,TCS,Noida,Spark,Mid-Level,19.8,12-10-2021,2021,Oct
1467,Software Engineer,TCS,Noida,AWS,Senior,4.5,23-08-2022,2022,Aug
1468,Project Manager,Amazon,Gurgaon,AWS,Senior,9.1,10-07-2021,2021,Jul
1469,Data Analyst,IBM,Gurgaon,AWS,Mid-Level,29.7,24-06-2020,2020,Jun
1470,ML Engineer,Oracle,Bangalore,Tableau,Mid-Level,7.8,20-09-2021,2021,Sep
1471,ML Engineer,Deloitte,Noida,Machine Learning,Mid-Level,21.7,20-02-2021,2021,Feb
1472,Software Engineer,TCS,Noida,Excel,Fresher,6.2,11-10-2022,2022,Oct
1473,DevOps Engineer,Infosys,Kolkata,Spark,Leadership,9,13-05-2020,2020,May
1474,Data Analyst,Amazon,Pune,Power BI,Mid-Level,8.6,17-06-2022,2022,Jun
1475,Data Analyst,Infosys,Bangalore,Python,Leadership,29.6,29-11-2020,2020,Nov
1476,Data Analyst,Flipkart,Pune,SQL,Fresher,7.3,02-08-2020,2020,Aug
1477,Software Engineer,Cognizant,Bangalore,Spark,Fresher,29.3,27-06-2020,2020,Jun
1478,Data Analyst,IBM,Mumbai,Power BI,Mid-Level,15.6,27-07-2022,2022,Jul
1479,Software Engineer,Capgemini,Delhi,Machine Learning,Senior,7.7,10-10-2020,2020,Oct
1480,DevOps Engineer,Deloitte,Bangalore,Python,Leadership,19,07-07-2020,2020,Jul
1481,ML Engineer,HCLTech,Delhi,AWS,Fresher,21.4,04-01-2022,2022,Jan
1482,ML Engineer,Infosys,Chennai,Excel,Senior,7,19-03-2021,2021,Mar
1483,DevOps Engineer,Deloitte,Gurgaon,R,Leadership,13,17-01-2023,2023,Jan
1484,Business Analyst,Cognizant,Ahmedabad,Tableau,Mid-Level,20,09-02-2021,2021,Feb
1485,Data Engineer,Zoho,Delhi,Excel,Mid-Level,28.5,11-07-2021,2021,Jul
1486,Data Analyst,Deloitte,Kolkata,Power BI,Mid-Level,10.5,28-04-2022,2022,Apr
1487,ML Engineer,Flipkart,Chennai,Python,Senior,12.2,22-06-2022,2022,Jun
1488,Business Analyst,Flipkart,Chennai,Machine Learning,Fresher,24.7,05-09-2021,2021,Sep
1489,Data Engineer,Wipro,Gurgaon,Tableau,Mid-Level,24.2,24-10-2021,2021,Oct
1490,Software Engineer,IBM,Chennai,Azure,Fresher,8.3,28-11-2022,2022,Nov
1491,Project Manager,Tech Mahindra,Hyderabad,Tableau,Fresher,18,17-09-2022,2022,Sep
1492,Data Engineer,Capgemini,Bangalore,SQL,Fresher,13.4,12-10-2021,2021,Oct
1493,Software Engineer,Oracle,Gurgaon,Azure,Fresher,26.2,16-11-2020,2020,Nov
1494,Data Analyst,Cognizant,Pune,Azure,Mid-Level,5.3,19-01-2022,2022,Jan
1495,Business Analyst,Infosys,Noida,Power BI,Mid-Level,11.7,29-07-2021,2021,Jul
1496,Data Analyst,Accenture,Gurgaon,Tableau,Mid-Level,5.9,03-07-2020,2020,Jul
1497,Data Engineer,Tech Mahindra,Hyderabad,Spark,Mid-Level,9.1,18-12-2021,2021,Dec
1498,Data Engineer,Deloitte,Kolkata,Power BI,Mid-Level,4.8,08-01-2020,2020,Jan
1499,DevOps Engineer,IBM,Pune,Power BI,Senior,19,20-01-2020,2020,Jan
1500,Data Analyst,Zoho,Delhi,SQL,Mid-Level,28.8,28-09-2021,2021,Sep
1501,DevOps Engineer,Tech Mahindra,Gurgaon,Azure,Mid-Level,10.3,10-02-2021,2021,Feb
1502,Project Manager,Flipkart,Hyderabad,Excel,Mid-Level,23,22-05-2021,2021,May
1503,ML Engineer,Infosys,Kolkata,Python,Leadership,17.3,14-01-2022,2022,Jan
1504,Software Engineer,Amazon,Delhi,SQL,Leadership,12.1,18-08-2020,2020,Aug
1505,Business Analyst,Amazon,Kolkata,SQL,Fresher,21.5,30-01-2021,2021,Jan
1506,Data Scientist,Cognizant,Mumbai,SQL,Mid-Level,12.2,03-02-2023,2023,Feb
1507,Data Engineer,Accenture,Bangalore,Spark,Mid-Level,16.4,18-01-2020,2020,Jan
1508,Data Engineer,Zoho,Ahmedabad,Tableau,Senior,11.3,11-01-2022,2022,Jan
1509,Data Engineer,HCLTech,Chennai,Tableau,Leadership,14.2,22-05-2020,2020,May
1510,ML Engineer,Flipkart,Mumbai,Power BI,Senior,5.5,29-07-2021,2021,Jul
1511,Data Analyst,Oracle,Pune,Power BI,Leadership,14.6,07-02-2020,2020,Feb
1512,Data Scientist,Wipro,Ahmedabad,AWS,Mid-Level,23.3,11-07-2020,2020,Jul
1513,Data Engineer,Amazon,Bangalore,AWS,Mid-Level,12.3,20-09-2022,2022,Sep
1514,Business Analyst,Zoho,Pune,Power BI,Fresher,8.2,05-07-2021,2021,Jul
1515,Data Analyst,Cognizant,Gurgaon,AWS,Mid-Level,14.7,17-10-2022,2022,Oct
1516,DevOps Engineer,HCLTech,Pune,Tableau,Mid-Level,23.1,20-09-2022,2022,Sep
1517,ML Engineer,Oracle,Kolkata,AWS,Senior,27.2,06-01-2020,2020,Jan
1518,Software Engineer,Zoho,Bangalore,R,Mid-Level,26.9,11-01-2021,2021,Jan
1519,Project Manager,Accenture,Noida,Excel,Fresher,14.5,23-01-2021,2021,Jan
1520,Project Manager,Wipro,Kolkata,SQL,Mid-Level,29.4,21-08-2020,2020,Aug
1521,Data Engineer,TCS,Chennai,Excel,Fresher,15.3,28-03-2022,2022,Mar
1522,Software Engineer,Zoho,Chennai,SQL,Mid-Level,11,09-01-2023,2023,Jan
1523,Project Manager,IBM,Bangalore,Machine Learning,Mid-Level,15.9,18-10-2022,2022,Oct
1524,Software Engineer,Amazon,Delhi,Spark,Fresher,20.8,12-08-2021,2021,Aug
1525,Project Manager,Capgemini,Kolkata,Azure,Mid-Level,16.9,06-02-2022,2022,Feb
1526,Software Engineer,Infosys,Chennai,Machine Learning,Senior,5.7,14-01-2020,2020,Jan
1527,DevOps Engineer,Zoho,Pune,R,Senior,21.9,26-10-2021,2021,Oct
1528,Software Engineer,Accenture,Hyderabad,Machine Learning,Mid-Level,27,30-01-2023,2023,Jan
1529,Data Engineer,Flipkart,Ahmedabad,Power BI,Mid-Level,25.4,17-09-2022,2022,Sep
1530,Business Analyst,Zoho,Chennai,SQL,Mid-Level,4.8,14-07-2020,2020,Jul
1531,Software Engineer,IBM,Pune,Excel,Fresher,15.9,17-01-2020,2020,Jan
1532,ML Engineer,Flipkart,Gurgaon,Excel,Mid-Level,8.7,07-06-2021,2021,Jun
1533,ML Engineer,IBM,Delhi,R,Fresher,27.5,05-05-2022,2022,May
1534,DevOps Engineer,Flipkart,Gurgaon,AWS,Senior,10.2,24-02-2023,2023,Feb
1535,Data Scientist,TCS,Kolkata,Excel,Fresher,7.9,27-02-2020,2020,Feb
1536,Data Scientist,IBM,Noida,Machine Learning,Fresher,27.9,24-05-2022,2022,May
1537,Software Engineer,Infosys,Hyderabad,Tableau,Mid-Level,10.2,16-02-2020,2020,Feb
1538,DevOps Engineer,Capgemini,Delhi,Azure,Mid-Level,7.5,17-10-2022,2022,Oct
1539,ML Engineer,Flipkart,Noida,Azure,Fresher,13.9,05-07-2022,2022,Jul
1540,Data Analyst,Flipkart,Delhi,Machine Learning,Senior,21.7,29-06-2021,2021,Jun
1541,Data Scientist,TCS,Noida,Excel,Mid-Level,4.5,26-01-2022,2022,Jan
1542,Software Engineer,Deloitte,Bangalore,R,Mid-Level,22.9,30-07-2020,2020,Jul
1543,Project Manager,Accenture,Hyderabad,R,Fresher,18.1,05-02-2023,2023,Feb
1544,DevOps Engineer,Oracle,Bangalore,Machine Learning,Fresher,19,17-01-2022,2022,Jan
1545,Data Scientist,Wipro,Kolkata,SQL,Mid-Level,8.7,08-03-2020,2020,Mar
1546,DevOps Engineer,Accenture,Chennai,AWS,Mid-Level,24.9,14-10-2021,2021,Oct
1547,Project Manager,TCS,Noida,Spark,Mid-Level,22.3,29-08-2022,2022,Aug
1548,Software Engineer,IBM,Hyderabad,Python,Fresher,13.1,28-02-2021,2021,Feb
1549,DevOps Engineer,Cognizant,Noida,SQL,Senior,17,08-08-2021,2021,Aug
1550,ML Engineer,Cognizant,Ahmedabad,AWS,Leadership,25.5,12-11-2022,2022,Nov
1551,Data Analyst,Flipkart,Mumbai,Azure,Fresher,12.2,02-09-2021,2021,Sep
1552,Software Engineer,IBM,Kolkata,R,Mid-Level,13.1,15-07-2021,2021,Jul
1553,Business Analyst,Tech Mahindra,Kolkata,Power BI,Mid-Level,4.7,26-01-2023,2023,Jan
1554,Project Manager,Tech Mahindra,Kolkata,SQL,Mid-Level,17.3,11-07-2021,2021,Jul
1555,Data Scientist,Flipkart,Chennai,R,Leadership,21.2,24-05-2020,2020,May
1556,ML Engineer,Capgemini,Delhi,R,Mid-Level,28.9,20-12-2022,2022,Dec
1557,Project Manager,IBM,Ahmedabad,SQL,Fresher,10.7,27-04-2020,2020,Apr
1558,ML Engineer,IBM,Chennai,Tableau,Senior,26.6,25-01-2023,2023,Jan
1559,ML Engineer,IBM,Chennai,Tableau,Fresher,9.7,30-09-2020,2020,Sep
1560,Data Scientist,Tech Mahindra,Hyderabad,Tableau,Senior,17.7,03-05-2021,2021,May
1561,DevOps Engineer,IBM,Gurgaon,Azure,Mid-Level,26.4,16-02-2022,2022,Feb
1562,Project Manager,Oracle,Noida,R,Fresher,27,08-02-2020,2020,Feb
1563,Software Engineer,Accenture,Delhi,Tableau,Mid-Level,11,01-04-2021,2021,Apr
1564,ML Engineer,Cognizant,Delhi,SQL,Senior,17.6,13-09-2021,2021,Sep
1565,Business Analyst,Oracle,Mumbai,Spark,Senior,17.2,17-12-2021,2021,Dec
1566,Business Analyst,Zoho,Bangalore,SQL,Mid-Level,13.7,05-10-2020,2020,Oct
1567,Software Engineer,Capgemini,Mumbai,R,Leadership,4.5,27-07-2020,2020,Jul
1568,ML Engineer,Oracle,Noida,AWS,Senior,24.3,21-02-2023,2023,Feb
1569,Data Analyst,TCS,Delhi,Spark,Fresher,9.5,24-03-2021,2021,Mar
1570,Business Analyst,Wipro,Ahmedabad,AWS,Fresher,7,27-06-2020,2020,Jun
1571,Project Manager,Oracle,Ahmedabad,Spark,Leadership,21,09-01-2020,2020,Jan
1572,ML Engineer,Tech Mahindra,Noida,Tableau,Fresher,26.9,09-02-2023,2023,Feb
1573,Data Analyst,Tech Mahindra,Ahmedabad,Azure,Fresher,9.2,09-01-2020,2020,Jan
1574,Data Engineer,Wipro,Mumbai,Python,Mid-Level,24.6,29-08-2022,2022,Aug
1575,Data Analyst,Wipro,Hyderabad,Tableau,Senior,26.4,22-01-2023,2023,Jan
1576,Data Scientist,Cognizant,Bangalore,SQL,Fresher,17.4,21-11-2022,2022,Nov
1577,Software Engineer,HCLTech,Bangalore,R,Mid-Level,12.4,04-04-2020,2020,Apr
1578,Project Manager,Tech Mahindra,Hyderabad,Tableau,Mid-Level,17,05-09-2021,2021,Sep
1579,Software Engineer,HCLTech,Gurgaon,Azure,Mid-Level,6.2,24-01-2020,2020,Jan
1580,Data Analyst,Infosys,Kolkata,Tableau,Fresher,17,20-07-2022,2022,Jul
1581,Data Analyst,Capgemini,Mumbai,Power BI,Mid-Level,21.1,20-02-2020,2020,Feb
1582,Data Engineer,Flipkart,Gurgaon,SQL,Senior,12.8,10-11-2020,2020,Nov
1583,Data Scientist,Accenture,Noida,Azure,Mid-Level,9.3,26-10-2020,2020,Oct
1584,Data Analyst,Capgemini,Hyderabad,Azure,Mid-Level,6.8,31-01-2021,2021,Jan
1585,DevOps Engineer,Infosys,Gurgaon,Excel,Mid-Level,17.4,12-06-2022,2022,Jun
1586,DevOps Engineer,TCS,Mumbai,AWS,Mid-Level,25.1,04-11-2020,2020,Nov
1587,Business Analyst,Wipro,Mumbai,Tableau,Senior,8.5,01-06-2020,2020,Jun
1588,Data Scientist,Accenture,Gurgaon,Spark,Mid-Level,6.3,29-11-2022,2022,Nov
1589,DevOps Engineer,Zoho,Gurgaon,Spark,Senior,14.9,27-03-2020,2020,Mar
1590,ML Engineer,Infosys,Bangalore,Tableau,Mid-Level,5.3,08-11-2021,2021,Nov
1591,Project Manager,Accenture,Delhi,Azure,Mid-Level,7.6,05-02-2020,2020,Feb
1592,Data Analyst,Flipkart,Mumbai,R,Mid-Level,28.9,19-04-2022,2022,Apr
1593,Data Engineer,Capgemini,Ahmedabad,SQL,Mid-Level,6.8,09-08-2021,2021,Aug
1594,Business Analyst,IBM,Bangalore,SQL,Fresher,17.8,03-03-2022,2022,Mar
1595,DevOps Engineer,Infosys,Chennai,Excel,Mid-Level,22,08-12-2021,2021,Dec
1596,Software Engineer,Cognizant,Gurgaon,Machine Learning,Mid-Level,15.6,22-12-2021,2021,Dec
1597,Data Analyst,Wipro,Gurgaon,AWS,Mid-Level,23.5,01-09-2022,2022,Sep
1598,Software Engineer,Infosys,Kolkata,Machine Learning,Mid-Level,29.7,04-03-2022,2022,Mar
1599,Project Manager,Wipro,Bangalore,SQL,Senior,16.1,10-02-2020,2020,Feb
1600,ML Engineer,Amazon,Noida,Tableau,Senior,13.6,05-08-2020,2020,Aug
1601,Data Engineer,Oracle,Gurgaon,Power BI,Mid-Level,24.1,16-01-2021,2021,Jan
1602,DevOps Engineer,Capgemini,Bangalore,SQL,Leadership,21.4,24-07-2020,2020,Jul
1603,Business Analyst,Accenture,Gurgaon,R,Senior,13.7,16-01-2022,2022,Jan
1604,Software Engineer,Cognizant,Pune,SQL,Mid-Level,11.9,13-04-2021,2021,Apr
1605,ML Engineer,HCLTech,Ahmedabad,SQL,Leadership,12.2,29-06-2021,2021,Jun
1606,Business Analyst,Flipkart,Delhi,Azure,Fresher,5.5,15-02-2022,2022,Feb
1607,Project Manager,Capgemini,Kolkata,R,Mid-Level,19.2,23-11-2020,2020,Nov
1608,Project Manager,Amazon,Kolkata,Python,Leadership,26.3,07-04-2021,2021,Apr
1609,Data Engineer,Capgemini,Hyderabad,Excel,Senior,10.9,17-03-2021,2021,Mar
1610,DevOps Engineer,Zoho,Kolkata,Tableau,Senior,9.6,21-12-2022,2022,Dec
1611,Data Engineer,Deloitte,Delhi,Spark,Senior,7.2,11-07-2021,2021,Jul
1612,ML Engineer,Infosys,Hyderabad,Excel,Mid-Level,29.4,08-11-2022,2022,Nov
1613,ML Engineer,TCS,Kolkata,Azure,Senior,7.5,09-01-2022,2022,Jan
1614,Business Analyst,Deloitte,Chennai,Spark,Leadership,18.1,20-06-2022,2022,Jun
1615,Software Engineer,Wipro,Mumbai,Machine Learning,Senior,15.4,25-02-2020,2020,Feb
1616,Data Scientist,Deloitte,Chennai,AWS,Fresher,21.3,05-01-2020,2020,Jan
1617,Data Analyst,Oracle,Ahmedabad,AWS,Senior,5.6,20-08-2020,2020,Aug
1618,Business Analyst,Oracle,Pune,Spark,Senior,27.7,30-07-2022,2022,Jul
1619,Data Scientist,Zoho,Delhi,Machine Learning,Fresher,20.2,29-05-2022,2022,May
1620,ML Engineer,Amazon,Kolkata,Azure,Leadership,13,21-11-2022,2022,Nov
1621,Data Engineer,Flipkart,Bangalore,Excel,Fresher,16.3,10-09-2021,2021,Sep
1622,Data Engineer,HCLTech,Mumbai,R,Fresher,14.6,02-08-2020,2020,Aug
1623,Data Engineer,IBM,Ahmedabad,Spark,Leadership,5.9,09-05-2020,2020,May
1624,Data Analyst,HCLTech,Hyderabad,AWS,Senior,19.2,14-08-2022,2022,Aug
1625,DevOps Engineer,Cognizant,Kolkata,Spark,Fresher,27.5,27-01-2022,2022,Jan
1626,DevOps Engineer,Tech Mahindra,Kolkata,Excel,Leadership,7.5,03-02-2023,2023,Feb
1627,Data Engineer,Cognizant,Bangalore,SQL,Leadership,20.8,01-01-2021,2021,Jan
1628,Data Analyst,TCS,Hyderabad,Power BI,Mid-Level,11.1,01-02-2022,2022,Feb
1629,Data Analyst,Amazon,Hyderabad,R,Mid-Level,17.9,28-04-2021,2021,Apr
1630,Data Engineer,Wipro,Kolkata,Spark,Fresher,11.5,09-03-2022,2022,Mar
1631,Business Analyst,Flipkart,Gurgaon,SQL,Mid-Level,16.6,08-10-2021,2021,Oct
1632,ML Engineer,Amazon,Gurgaon,AWS,Mid-Level,11.4,26-06-2020,2020,Jun
1633,DevOps Engineer,Tech Mahindra,Noida,Tableau,Fresher,17,29-01-2020,2020,Jan
1634,DevOps Engineer,Wipro,Pune,Spark,Mid-Level,16.3,01-11-2022,2022,Nov
1635,Data Engineer,Deloitte,Kolkata,Excel,Mid-Level,22.7,25-01-2020,2020,Jan
1636,Data Analyst,TCS,Hyderabad,Azure,Fresher,20.4,20-07-2021,2021,Jul
1637,DevOps Engineer,Accenture,Chennai,Machine Learning,Mid-Level,29.1,25-03-2021,2021,Mar
1638,Business Analyst,Oracle,Noida,Power BI,Mid-Level,15.6,29-01-2021,2021,Jan
1639,Project Manager,Capgemini,Pune,Tableau,Fresher,27.6,22-12-2022,2022,Dec
1640,Data Engineer,Flipkart,Delhi,Excel,Fresher,26.3,21-06-2020,2020,Jun
1641,Business Analyst,Amazon,Gurgaon,Python,Mid-Level,29.9,04-11-2021,2021,Nov
1642,Data Analyst,Infosys,Gurgaon,Python,Mid-Level,17.4,28-08-2022,2022,Aug
1643,DevOps Engineer,Infosys,Noida,Azure,Fresher,5.8,20-03-2022,2022,Mar
1644,Data Analyst,Amazon,Noida,Python,Mid-Level,24.5,28-05-2020,2020,May
1645,DevOps Engineer,Capgemini,Chennai,Python,Mid-Level,5.1,12-03-2021,2021,Mar
1646,ML Engineer,Capgemini,Bangalore,AWS,Mid-Level,9.7,17-03-2020,2020,Mar
1647,Software Engineer,Deloitte,Kolkata,Python,Senior,26.2,02-10-2020,2020,Oct
1648,Project Manager,Oracle,Gurgaon,Power BI,Mid-Level,29.5,11-06-2021,2021,Jun
1649,Data Scientist,Tech Mahindra,Bangalore,Azure,Mid-Level,17.9,29-11-2022,2022,Nov
1650,Software Engineer,Amazon,Noida,Excel,Fresher,17,16-09-2020,2020,Sep
1651,ML Engineer,Capgemini,Hyderabad,Machine Learning,Mid-Level,28.3,19-12-2022,2022,Dec
1652,Project Manager,Capgemini,Ahmedabad,Python,Fresher,28.5,07-05-2020,2020,May
1653,ML Engineer,Cognizant,Kolkata,Tableau,Mid-Level,7.2,28-01-2021,2021,Jan
1654,DevOps Engineer,HCLTech,Kolkata,R,Senior,6.2,22-01-2021,2021,Jan
1655,Data Analyst,Zoho,Ahmedabad,Python,Senior,25.6,29-08-2021,2021,Aug
1656,Software Engineer,Zoho,Hyderabad,SQL,Fresher,12.3,02-11-2022,2022,Nov
1657,ML Engineer,Infosys,Hyderabad,AWS,Mid-Level,24.4,12-08-2020,2020,Aug
1658,Data Analyst,Deloitte,Delhi,Excel,Mid-Level,13.8,06-01-2022,2022,Jan
1659,Data Scientist,Cognizant,Hyderabad,SQL,Senior,5.3,15-02-2023,2023,Feb
1660,Business Analyst,Cognizant,Ahmedabad,Tableau,Mid-Level,5.6,29-07-2022,2022,Jul
1661,Data Analyst,TCS,Chennai,Power BI,Mid-Level,13.8,30-04-2022,2022,Apr
1662,Software Engineer,Infosys,Mumbai,Tableau,Mid-Level,13.2,21-06-2022,2022,Jun
1663,DevOps Engineer,Amazon,Chennai,Machine Learning,Mid-Level,6.8,25-04-2021,2021,Apr
1664,ML Engineer,Capgemini,Hyderabad,Tableau,Mid-Level,16.4,31-12-2021,2021,Dec
1665,Data Analyst,HCLTech,Bangalore,AWS,Mid-Level,12.4,14-01-2023,2023,Jan
1666,Software Engineer,Cognizant,Hyderabad,Machine Learning,Fresher,16.1,05-02-2021,2021,Feb
1667,Project Manager,Wipro,Kolkata,Excel,Mid-Level,16.1,25-02-2020,2020,Feb
1668,Data Scientist,Amazon,Noida,Python,Mid-Level,28.7,04-01-2022,2022,Jan
1669,Data Scientist,Capgemini,Bangalore,Spark,Mid-Level,7.2,13-01-2020,2020,Jan
1670,ML Engineer,Cognizant,Bangalore,Tableau,Mid-Level,16.9,27-05-2020,2020,May
1671,Data Analyst,Accenture,Kolkata,Spark,Fresher,21.6,28-01-2020,2020,Jan
1672,DevOps Engineer,Tech Mahindra,Chennai,R,Mid-Level,23.4,29-07-2021,2021,Jul
1673,Project Manager,Zoho,Bangalore,R,Mid-Level,9.5,07-09-2021,2021,Sep
1674,Data Engineer,Flipkart,Hyderabad,Azure,Mid-Level,24.4,18-01-2023,2023,Jan
1675,Project Manager,TCS,Ahmedabad,Python,Senior,6.9,03-03-2022,2022,Mar
1676,ML Engineer,Flipkart,Delhi,AWS,Senior,7,28-09-2020,2020,Sep
1677,DevOps Engineer,Deloitte,Bangalore,Machine Learning,Leadership,16.3,06-08-2020,2020,Aug
1678,Project Manager,Oracle,Delhi,Tableau,Mid-Level,20.1,22-06-2021,2021,Jun
1679,Data Analyst,Accenture,Gurgaon,Azure,Fresher,10.9,18-11-2020,2020,Nov
1680,Project Manager,Accenture,Noida,SQL,Fresher,5.9,25-09-2021,2021,Sep
1681,Data Analyst,Flipkart,Noida,SQL,Mid-Level,16.7,29-01-2023,2023,Jan
1682,ML Engineer,Flipkart,Kolkata,Excel,Fresher,5.7,09-12-2020,2020,Dec
1683,Data Scientist,Amazon,Kolkata,Power BI,Mid-Level,10,18-07-2021,2021,Jul
1684,Data Engineer,TCS,Hyderabad,Spark,Leadership,20.2,18-02-2021,2021,Feb
1685,Software Engineer,Deloitte,Delhi,Python,Fresher,11.9,14-01-2021,2021,Jan
1686,Data Analyst,Tech Mahindra,Bangalore,SQL,Senior,9.6,23-05-2022,2022,May
1687,ML Engineer,Capgemini,Hyderabad,AWS,Fresher,25.5,26-07-2020,2020,Jul
1688,ML Engineer,Oracle,Chennai,R,Senior,24.5,28-10-2022,2022,Oct
1689,Project Manager,Tech Mahindra,Kolkata,Tableau,Fresher,17.8,22-07-2020,2020,Jul
1690,Data Engineer,HCLTech,Ahmedabad,AWS,Senior,10.4,02-08-2022,2022,Aug
1691,Data Analyst,HCLTech,Gurgaon,Spark,Fresher,22.3,08-08-2022,2022,Aug
1692,ML Engineer,Accenture,Delhi,Tableau,Mid-Level,24.2,26-12-2020,2020,Dec
1693,DevOps Engineer,Zoho,Mumbai,Tableau,Fresher,28.1,24-12-2022,2022,Dec
1694,Data Analyst,Infosys,Hyderabad,SQL,Mid-Level,15.3,16-02-2022,2022,Feb
1695,DevOps Engineer,IBM,Hyderabad,Azure,Fresher,20.6,31-01-2021,2021,Jan
1696,Data Analyst,Wipro,Noida,AWS,Mid-Level,13,10-06-2022,2022,Jun
1697,Data Analyst,Capgemini,Mumbai,Excel,Mid-Level,28.3,16-09-2021,2021,Sep
1698,Data Engineer,IBM,Ahmedabad,Python,Fresher,15,22-06-2021,2021,Jun
1699,Project Manager,Amazon,Bangalore,Tableau,Senior,10.9,28-11-2020,2020,Nov
1700,Data Analyst,Cognizant,Pune,R,Mid-Level,6.5,29-04-2020,2020,Apr
1701,Project Manager,IBM,Pune,Tableau,Mid-Level,16.7,22-02-2020,2020,Feb
1702,Data Scientist,Zoho,Hyderabad,Machine Learning,Fresher,20.7,15-01-2021,2021,Jan
1703,DevOps Engineer,Tech Mahindra,Kolkata,Spark,Senior,29.2,01-02-2021,2021,Feb
1704,Data Analyst,TCS,Mumbai,Excel,Fresher,29.4,14-02-2023,2023,Feb
1705,Data Analyst,Accenture,Ahmedabad,Power BI,Mid-Level,23.2,23-07-2020,2020,Jul
1706,Data Scientist,Flipkart,Delhi,R,Mid-Level,10.4,01-07-2020,2020,Jul
1707,Software Engineer,Flipkart,Mumbai,Power BI,Fresher,6.9,15-02-2023,2023,Feb
1708,ML Engineer,HCLTech,Ahmedabad,Python,Mid-Level,17.4,05-02-2021,2021,Feb
1709,Data Engineer,Amazon,Pune,SQL,Mid-Level,17.7,07-09-2021,2021,Sep
1710,Business Analyst,Flipkart,Mumbai,Azure,Mid-Level,23.7,09-08-2020,2020,Aug
1711,DevOps Engineer,Oracle,Pune,Power BI,Mid-Level,26,24-10-2021,2021,Oct
1712,Data Analyst,HCLTech,Hyderabad,SQL,Leadership,26.9,17-01-2022,2022,Jan
1713,Data Engineer,Cognizant,Kolkata,Azure,Mid-Level,18,28-06-2022,2022,Jun
1714,Business Analyst,Accenture,Gurgaon,Python,Fresher,8.3,16-09-2021,2021,Sep
1715,Business Analyst,TCS,Noida,Azure,Senior,24.5,14-01-2022,2022,Jan
1716,ML Engineer,Zoho,Chennai,Machine Learning,Leadership,12.1,06-11-2021,2021,Nov
1717,Software Engineer,Deloitte,Noida,R,Mid-Level,12.6,16-04-2021,2021,Apr
1718,ML Engineer,IBM,Noida,Tableau,Fresher,6.7,27-03-2021,2021,Mar
1719,ML Engineer,IBM,Ahmedabad,Python,Leadership,22,22-09-2020,2020,Sep
1720,Data Scientist,Accenture,Delhi,Machine Learning,Fresher,4.9,30-06-2020,2020,Jun
1721,Project Manager,Zoho,Bangalore,Machine Learning,Mid-Level,23.4,06-03-2020,2020,Mar
1722,DevOps Engineer,IBM,Noida,Tableau,Senior,23.8,31-03-2022,2022,Mar
1723,Data Scientist,Capgemini,Mumbai,Spark,Fresher,22.9,22-04-2022,2022,Apr
1724,Data Engineer,Accenture,Ahmedabad,Python,Mid-Level,25.9,24-06-2022,2022,Jun
1725,Data Engineer,Amazon,Chennai,Tableau,Mid-Level,7.4,07-04-2021,2021,Apr
1726,ML Engineer,Amazon,Hyderabad,Python,Mid-Level,9.4,12-05-2021,2021,May
1727,ML Engineer,IBM,Gurgaon,Tableau,Leadership,14.4,22-09-2021,2021,Sep
1728,Data Analyst,Tech Mahindra,Bangalore,Python,Fresher,9.1,20-08-2020,2020,Aug
1729,ML Engineer,Capgemini,Bangalore,Tableau,Leadership,7.4,02-02-2022,2022,Feb
1730,Software Engineer,Wipro,Delhi,Python,Fresher,23.1,11-06-2020,2020,Jun
1731,Data Engineer,Oracle,Bangalore,R,Leadership,25,28-02-2021,2021,Feb
1732,Data Scientist,Accenture,Kolkata,SQL,Fresher,17.8,09-01-2021,2021,Jan
1733,Project Manager,Infosys,Mumbai,Tableau,Fresher,10.8,30-01-2021,2021,Jan
1734,Project Manager,Zoho,Ahmedabad,Spark,Leadership,17.5,20-04-2022,2022,Apr
1735,Data Engineer,Accenture,Hyderabad,Tableau,Senior,25.7,22-03-2020,2020,Mar
1736,DevOps Engineer,Infosys,Hyderabad,Python,Fresher,23,30-07-2021,2021,Jul
1737,Data Engineer,Capgemini,Bangalore,AWS,Fresher,26.2,02-04-2020,2020,Apr
